,job,company,ssn,residence,current_location,blood_group,website,username,name,sex,address,mail,birthdate
63,Brewing technologist,Cano-Saiz S.A. de C.V.,91676758229,"Viaducto Sur Trejo 228 176
San Arcelia los bajos, TAB 69063","(Decimal('27.788764'), Decimal('-66.512104'))",A-,"['https://tejada.com/', 'http://ybarra.com/', 'https://club.com/', 'http://www.guzman.info/']",luis-miguel96,Lic. Noelia Preciado,F,"Prolongación Islandia 984 379
Nueva Suecia, SIN 92762",silvano23@yahoo.com,2003-11-08
64,IT sales professional,Valles y González S.A. de C.V.,37306996929,"Pasaje Sur Soria 313 Edif. 096 , Depto. 587
Nueva Etiopía, DF 29690-9622","(Decimal('73.389381'), Decimal('-162.113021'))",AB+,"['http://www.grupo.com/', 'https://www.montalvo.com/', 'http://www.proyectos.com/', 'http://grupo.biz/']",fjaime,Georgina Violeta Bustos,F,"Cerrada Norte Rodarte 728 895
San José Manuél los altos, SON 13446-6570",ramireztomas@hotmail.com,1914-10-04
65,Volunteer coordinator,Despacho Jimínez-Anaya,77033515907,"Eje vial Sur Sanabria 494 826
San Jos los altos, BC 43178-0751","(Decimal('23.934595'), Decimal('92.231151'))",AB-,['http://ocasio-teran.info/'],lindabalderas,María Teresa Tomás Toro Carreón,F,"Retorno Bustos 025 Edif. 464 , Depto. 526
Nueva Bhután, BCS 49353-6071",concepcion36@yahoo.com,1964-01-21
66,"Teacher, primary school",Ozuna S. R.L. de C.V.,04281825523,"Retorno Aguascalientes 350 Interior 990
San Wilfrido los altos, COAH 03522-3877","(Decimal('12.7411855'), Decimal('114.463198'))",AB+,"['https://www.arreola-segovia.org/', 'http://www.corporacin.com/', 'https://www.archuleta.com/', 'http://rivas.info/']",amanda28,Sr(a). Itzel Montez,F,"Boulevard Norte Armenta 399 Interior 004
San Ramón de la Montaña, CHIS 06411-7197",reynaldoprieto@yahoo.com,1974-04-08
67,Special educational needs teacher,Linares e Hijos,74685891363,"Pasaje Norte Benavides 839 Interior 379
Nueva Singapur, SON 89019-0784","(Decimal('11.4584635'), Decimal('-122.569131'))",O-,"['http://www.industrias.biz/', 'https://www.burgos-cano.com/']",angulomartha,Estela Acosta,M,"Prolongación Sur Abreu 823 919
Nueva Estados Unidos de América, BCS 98085",friasjoaquin@gmail.com,1919-07-14
68,"Librarian, public",Soria A.C.,54766904814,"Circunvalación Norte Varela 833 714
San Lucas de la Montaña, GTO 11270-9048","(Decimal('-64.915120'), Decimal('-69.849500'))",O+,['https://www.gaitan.com/'],qcovarrubias,Alberto Pablo Heredia,F,"Privada Norte Tafoya 387 Edif. 743 , Depto. 116
San Delia los altos, GTO 01651",eloy61@gmail.com,2021-07-15
69,Public librarian,"Proyectos Jurado, Haro y Zamora",23114399472,"Retorno Yucatán 025 646
San Eloisa los altos, TAB 87173","(Decimal('-3.275045'), Decimal('-130.136740'))",B+,"['https://roybal.com/', 'http://www.industrias.net/', 'https://www.club.net/']",camilafierro,Salma Alcala Rosario,F,"Corredor Jaime 154 Edif. 451 , Depto. 299
Nueva Jordania, COAH 64556-1905",correablanca@yahoo.com,1987-09-07
70,"Psychotherapist, dance movement",Proyectos Medina-Pérez,56781345584,"Privada Montalvo 499 Edif. 347 , Depto. 319
San Florencia los altos, VER 20490","(Decimal('31.395278'), Decimal('-124.951531'))",A+,"['https://grupo.com/', 'https://www.cuellar.org/']",amadoririzarry,Dr. Karla Alcala,F,"Diagonal Rosario 506 Interior 361
San Luis Miguel los bajos, GTO 26243",hugo59@yahoo.com,1916-01-07
71,Chiropodist,Laboratorios Carbajal y Villa,20321488973,"Retorno Sur Tejada 433 Edif. 920 , Depto. 024
Vieja Bulgaria, MOR 95875","(Decimal('17.916000'), Decimal('48.383878'))",O+,"['http://www.contreras.com/', 'http://alvarez.com/']",qde-leon,Marisela Peña Corral,M,"Privada Jaramillo 692 320
San Gilberto los bajos, CHIH 72144",becerraangelica@gmail.com,1972-07-01
72,Hospital pharmacist,Olivas S.A. de C.V.,58689730495,"Prolongación Croacia 734 Edif. 236 , Depto. 762
San Concepción de la Montaña, Q. ROO 22391","(Decimal('-74.3088365'), Decimal('-0.961269'))",A-,"['https://www.grupo.com/', 'https://www.de.net/', 'http://laboratorios.com/']",andresborrego,Lorena Leonel Gálvez,M,"Boulevard Sur Ayala 397 814
San Juan Carlos los altos, TAMPS 88388-9206",lmonroy@gmail.com,1934-02-19
73,Trading standards officer,Laboratorios Olivo y Gastélum,69459454497,"Boulevard Quintana Roo 967 Interior 415
San Conchita los altos, Q. ROO 90335","(Decimal('10.4490905'), Decimal('-73.004457'))",A+,"['http://valencia-urrutia.com/', 'https://www.ceja.com/']",mascarenastimoteo,María Elena Tomás Medrano,F,"Circuito Zacatecas 014 806
San Hugo los altos, TLAX 97403",omar33@hotmail.com,1937-04-16
74,Race relations officer,"Gaona, Santillán y Gaytán",77967457811,"Diagonal Sur Curiel 915 Edif. 178 , Depto. 839
Vieja Emiratos Árabes Unidos, DF 97668","(Decimal('-59.5632595'), Decimal('-2.466419'))",A-,['https://montes.org/'],mmatias,Wendolin Laura Carranza Galindo,F,"Pasaje Beltrán 311 Edif. 337 , Depto. 589
Nueva Tayikistán, SLP 00876",lpalomo@hotmail.com,1926-08-02
75,"Research officer, government",Barrios-Benítez,78802863064,"Continuación Olivares 206 122
Vieja Niger, SLP 56886-2119","(Decimal('73.335845'), Decimal('-6.338513'))",A-,['http://miramontes.com/'],catalinameraz,Óliver Zapata Monroy,M,"Circuito Costa Rica 589 Interior 216
Vieja República Democrática del Congo, MEX 80859",betancourtfederico@yahoo.com,1967-10-11
76,Community development worker,Grupo Tovar y Toledo,91415572774,"Privada Norte Longoria 687 120
San Nadia los altos, NL 59600","(Decimal('44.119602'), Decimal('103.131180'))",O-,"['http://www.gonzales.biz/', 'https://quinonez-gaytan.com/', 'http://www.flores.org/']",ines25,Esperanza Manuel Lira Tamayo,F,"Callejón Georgia 450 Interior 864
San Mónica los bajos, BCS 33332",zpena@gmail.com,2007-02-26
77,Chartered public finance accountant,"Pulido, Mateo y Caldera",15096472350,"Periférico Sur Pichardo 116 234
Nueva Jordania, DGO 72601","(Decimal('-51.8028495'), Decimal('-172.405125'))",O+,"['http://www.club.com/', 'https://www.gaitan-ulloa.info/']",sotojudith,Gloria Paulina Miranda,F,"Continuación Norte Negrete 980 Edif. 562 , Depto. 871
San Alma los altos, NAY 35999",horacio73@hotmail.com,1934-02-02
78,Forensic psychologist,Carrero-Delgado S.C.,27791517611,"Corredor Baja California 102 Edif. 638 , Depto. 724
San Elvia de la Montaña, ZAC 38078","(Decimal('4.1131735'), Decimal('152.240152'))",O-,['http://www.varela.org/'],ulibarrihoracio,Ing. Alta  Gracia Olivárez,F,"Prolongación Sur Rodríguez 743 Interior 990
Nueva Pakistán, COL 67252",bacacarlos@yahoo.com,1930-07-17
79,"Scientist, forensic",Industrias Ballesteros y Quiñónez,35939934069,"Eje vial Aponte 946 Edif. 445 , Depto. 670
Nueva Bolivia, SIN 39112-2665","(Decimal('35.0695215'), Decimal('-69.012457'))",AB-,"['http://velez-bermudez.com/', 'https://portillo.com/']",alvaro31,Dulce María Córdova,M,"Circuito Mojica 887 430
Vieja Bahrein, YUC 26647-9210",britojacobo@gmail.com,1927-12-12
80,Video editor,Magaña y Valdés A.C.,44208002186,"Pasaje Egipto 149 812
Vieja Papua Nueva Guinea, SLP 68853","(Decimal('-65.9559165'), Decimal('-102.460141'))",A+,['http://hernadez-pineda.com/'],paolasalinas,Sr(a). Cristobal Melgar,M,"Ampliación Concepción 500 182
San Yolanda los altos, SLP 40553-3876",sepulvedamartin@hotmail.com,1922-08-10
81,"Geologist, engineering","Laboratorios Montemayor, Orellana y Granado",40450678822,"Viaducto Estados Unidos de América 422 834
Vieja Malasia, GRO 06164","(Decimal('-5.164559'), Decimal('68.502561'))",O-,['http://www.esquivel-vega.com/'],salasnicolas,María Teresa Gloria Barrientos Barreto,F,"Periférico Norte Segovia 013 Interior 632
San Ofelia de la Montaña, DGO 29765",ramiro19@hotmail.com,1938-07-04
82,Dietitian,Club Alcaraz-Merino,94066449649,"Privada Sur Carrillo 059 Interior 294
Vieja Arabia Saudita, AGS 38102-5252","(Decimal('-63.242858'), Decimal('87.437306'))",A-,"['https://www.club.com/', 'http://industrias.net/', 'http://corporacin.com/', 'http://manzanares-reynoso.com/']",escamillaangela,Gonzalo Pantoja,M,"Prolongación Berríos 301 Edif. 669 , Depto. 552
San Mayte de la Montaña, OAX 42020-8667",badillozeferino@hotmail.com,1930-07-27
83,Ship broker,Ochoa-Barela A.C.,05404450859,"Viaducto Villarreal 918 674
San Angélica los altos, QRO 01978","(Decimal('29.4301665'), Decimal('-49.865107'))",O-,['https://guerrero.com/'],maria-cristinazambrano,Silvano Lourdes Tamayo Lira,F,"Peatonal Sur Pichardo 573 977
Vieja Ecuador, SLP 58932",federico26@hotmail.com,1949-10-28
84,Trading standards officer,Casillas y Pantoja S.C.,17690460385,"Retorno Colima 434 580
San Isaac los bajos, MEX 00247-3345","(Decimal('11.7897875'), Decimal('93.173193'))",B+,"['http://www.villagomez.com/', 'http://club.net/', 'https://www.ramirez.com/', 'https://www.sanchez.com/']",maria-eugenia08,María Rivero,F,"Avenida Maldivas 137 Edif. 691 , Depto. 956
San Gerardo de la Montaña, CHIH 21603-5026",palomofernando@yahoo.com,1912-04-13
85,Herbalist,Tamez y Asociados,75775898879,"Ampliación Coahuila de Zaragoza 832 251
Vieja Granada, HGO 20439-2624","(Decimal('-71.5881535'), Decimal('-66.717292'))",A+,"['http://abreu-aleman.net/', 'https://www.laboratorios.info/']",pizarroursula,Homero Alma Trejo,F,"Prolongación Norte Carrión 222 229
San Iván de la Montaña, MEX 25822",xaguilar@hotmail.com,1930-02-20
86,Commercial art gallery manager,Zamora S. R.L. de C.V.,32429603783,"Calzada Norte Madrigal 349 Edif. 457 , Depto. 957
Nueva Kiribati, SIN 78813-2705","(Decimal('67.633776'), Decimal('-135.202264'))",B-,"['http://vaca.com/', 'http://industrias.com/']",federico68,Flavio Trejo Orosco,F,"Continuación Norte Trejo 354 551
San Ilse los altos, SIN 31473",mayteorosco@yahoo.com,1919-08-05
87,Cartographer,Garibay-Cornejo S.A.,70270326153,"Calzada Norte Mascareñas 565 537
San José Luis de la Montaña, BCS 29743","(Decimal('56.5370055'), Decimal('-143.298481'))",O-,"['http://medrano.com/', 'https://www.corporacin.com/', 'http://corporacin.info/']",diegoornelas,Elvia Saucedo Muñiz,M,"Andador Norte Toro 188 Edif. 723 , Depto. 104
Nueva Estonia, JAL 80805",octavioocampo@hotmail.com,1983-08-03
88,Community development worker,Grupo del Río y Saldivar,11667156506,"Peatonal República de Corea 303 665
San Violeta los bajos, GTO 69251","(Decimal('-66.342168'), Decimal('113.101760'))",AB+,"['http://fierro.net/', 'https://proyectos.com/', 'https://corporacin.info/', 'http://varela.info/']",esther08,Gabriela Cadena,F,"Periférico Perú 490 918
Nueva Gabón, TAMPS 58495-0301",dario53@hotmail.com,2014-09-07
89,Exhibition designer,Gallardo-Sanches,82433130364,"Ampliación Meléndez 880 Interior 221
San Carlota los bajos, SLP 29295","(Decimal('-24.2965115'), Decimal('25.588444'))",A+,['https://www.gollum.com/'],tacevedo,Natalia Nelly Borrego,M,"Viaducto Sur Samaniego 576 Interior 194
Nueva Dinamarca, DGO 79027",arcesandra@yahoo.com,1915-10-11
90,Press photographer,"Despacho Perales, Canales y Hidalgo",90562810284,"Prolongación Eslovaquia 995 027
San Iván de la Montaña, NL 85854-3438","(Decimal('-76.8915865'), Decimal('-88.570506'))",O+,"['http://www.murillo-botello.com/', 'http://de.org/', 'http://www.valle-avila.com/', 'https://www.carvajal.org/']",esmeraldamontanez,Mtro. Abelardo Mayorga,F,"Callejón Prado 016 Interior 995
San Esteban de la Montaña, MICH 32014-9559",garibaybenjamin@yahoo.com,1913-04-15
91,"Psychologist, counselling",Nieves-Almonte e Hijos,61991278260,"Retorno Austria 900 Interior 924
San Héctor los bajos, COL 69452","(Decimal('-25.136306'), Decimal('-15.239350'))",O-,"['https://castellanos-sierra.net/', 'https://www.corporacin.net/', 'http://resendez-limon.com/']",luz09,Noemí Herrera Aranda,M,"Corredor Paz 879 307
San Serafín los bajos, SIN 44543-3979",micaelapreciado@hotmail.com,1953-10-31
92,Forensic scientist,Valladares S.A.,22890913969,"Ampliación Hinojosa 078 Edif. 749 , Depto. 921
Nueva Kenya, DGO 32492-2498","(Decimal('6.248606'), Decimal('-25.022000'))",B-,"['https://grupo.com/', 'http://club.org/']",msolis,Juan Ángela Montenegro,M,"Privada Sierra Leona 661 Edif. 667 , Depto. 740
San José Manuél de la Montaña, TAMPS 07243-8296",qpartida@yahoo.com,1958-05-17
93,"Engineer, electronics",Robledo S.C.,81462247941,"Ampliación Hidalgo 604 Edif. 905 , Depto. 391
San Gabriela los altos, NL 53422","(Decimal('-41.2398355'), Decimal('157.269579'))",A-,"['https://grupo.com/', 'https://www.urias.com/']",tcamacho,Violeta de la Garza Gracia,M,"Viaducto Norte Méndez 746 Edif. 433 , Depto. 328
Nueva Tonga, TAB 37369-5562",guadalupe41@yahoo.com,1966-06-03
94,Curator,"Corporacin Salcido, Archuleta y Gracia",83991600509,"Andador Norte Cabrera 711 Edif. 076 , Depto. 365
San Graciela los altos, QRO 48976-6469","(Decimal('-39.024290'), Decimal('-51.983117'))",B+,['https://www.club.biz/'],cornelio35,Carlos Jonás Madrid,M,"Calle Rumania 911 781
San Dulce María los bajos, SON 27830",loyaeloy@hotmail.com,2016-08-17
95,Publishing rights manager,Pelayo-Luevano,02087987059,"Callejón Durango 265 Edif. 091 , Depto. 543
Nueva Chipre, TAMPS 99906-3255","(Decimal('46.2602865'), Decimal('-145.227870'))",AB-,['https://proyectos.com/'],nresendez,Jacobo Abigail Escamilla Salcido,M,"Corredor México 113 Interior 031
San Mario de la Montaña, COAH 22113-1414",nancymontanez@hotmail.com,1957-08-12
96,"Civil engineer, contracting",Tafoya-Briseño S.A. de C.V.,53315555929,"Eje vial San Marino 483 Edif. 721 , Depto. 699
Nueva Federación de Rusia, GTO 59902-8930","(Decimal('-11.9267585'), Decimal('-88.956491'))",A+,"['https://corporacin.biz/', 'http://www.castro-cotto.com/']",wcarbajal,Eloisa Tafoya,M,"Ampliación Sur Almanza 717 Interior 258
Vieja Panamá, AGS 22876",daniela70@gmail.com,1926-07-31
97,Ship broker,Huerta-Sotelo,79120816891,"Andador Calderón 804 519
Vieja Argentina, SIN 33400-5577","(Decimal('65.3751795'), Decimal('-104.554894'))",B+,"['http://corporacin.com/', 'http://posada.com/', 'https://www.vaca.com/']",jmagana,Maximiliano Olmos,F,"Callejón Tijerina 034 Interior 138
San Aurelio de la Montaña, BCS 36791-6761",trevinoofelia@hotmail.com,1941-06-23
98,Teaching laboratory technician,Montoya y Asociados,11588116977,"Andador Sur Palomo 721 Edif. 323 , Depto. 938
Vieja Bangladesh, GRO 91051-8531","(Decimal('-4.929539'), Decimal('13.434451'))",A+,"['https://huerta.biz/', 'https://www.salazar.com/', 'https://cervantez.com/']",eugeniaguardado,Ramiro Gloria Páez Castro,M,"Corredor Madrigal 497 Edif. 788 , Depto. 256
Vieja Palau, TAB 10293",zunigarolando@gmail.com,1931-05-28
99,Event organiser,Vela y Zaragoza S.A.,37926440035,"Calle Guerrero 735 743
San Gonzalo de la Montaña, GTO 83650-5478","(Decimal('15.200853'), Decimal('-79.435200'))",B-,['http://baez.com/'],fgarza,Benjamín Molina,M,"Diagonal Zambia 596 Edif. 958 , Depto. 978
Vieja Haití, PUE 12016-2168",jeronimobenitez@gmail.com,1981-02-17
100,Mudlogger,Laboratorios Gallegos-Barajas,93859409893,"Periférico Pizarro 838 Edif. 986 , Depto. 092
Vieja Polonia, MEX 80361-7316","(Decimal('-17.929553'), Decimal('-29.131147'))",O-,['https://montoya-patino.com/'],estebanbenavides,Esparta Mitzy Orellana Alvarez,F,"Circuito Durango 620 Edif. 407 , Depto. 534
Nueva Vanuatu, DGO 20282-2226",juana59@yahoo.com,1988-03-25
101,Sports development officer,Corporacin Salcido y Núñez,96428805400,"Peatonal Sur Solís 896 Edif. 029 , Depto. 710
Vieja República Democrática Popular Lao, MOR 88096","(Decimal('-50.652596'), Decimal('127.543605'))",B+,['http://www.proyectos.net/'],duenasluis-manuel,Lic. Dolores Casárez,M,"Peatonal Ávila 513 Interior 874
San Clara de la Montaña, PUE 26632",socorro63@hotmail.com,1946-05-13
102,"Geologist, wellsite","Proyectos Niño, Mascareñas y Rendón",94839540005,"Continuación Estados Unidos de América 539 151
Vieja Islas Marshall, NL 01633-3801","(Decimal('-73.792011'), Decimal('161.617284'))",AB+,"['http://de.com/', 'https://www.corporacin.com/']",gaonajuana,Timoteo Sergio Zelaya,M,"Peatonal Norte Santiago 042 043
San Irene los bajos, COL 07521",maria-luisasepulveda@yahoo.com,1995-09-19
103,Theme park manager,Pacheco-Villalpando e Hijos,94996693506,"Circuito Pakistán 536 Edif. 049 , Depto. 097
San María Luisa los altos, TAB 81909-1666","(Decimal('-22.914121'), Decimal('136.655521'))",O+,"['http://club.com/', 'http://www.de.com/']",velezmateo,Miriam Castro,M,"Continuación Saldivar 358 Interior 910
Vieja Botswana, MEX 80451",talvarado@hotmail.com,1996-11-21
104,"Psychologist, prison and probation services",Venegas-Villarreal y Asociados,59368012411,"Andador Tamaulipas 130 Edif. 540 , Depto. 299
San María Cristina los bajos, CHIS 94041","(Decimal('-30.392468'), Decimal('40.651135'))",A+,"['http://despacho.info/', 'http://www.jaimes.biz/', 'https://robles.net/', 'http://industrias.com/']",camilo57,Liliana Casas Solorio,F,"Pasaje Botswana 479 Edif. 726 , Depto. 660
Vieja Uganda, AGS 85104-5719",guadalupevaca@yahoo.com,2001-11-15
105,Sports therapist,Villalpando y Hurtado S.C.,98107379392,"Cerrada Aponte 006 Edif. 422 , Depto. 449
Vieja Liberia, SLP 34945-6245","(Decimal('-45.474317'), Decimal('115.584335'))",B-,['https://www.industrias.com/'],alvaradorocio,Gabriela Corona Alvarez,F,"Calzada Norte del Valle 159 Edif. 447 , Depto. 210
San Héctor los bajos, CHIS 16532",claboy@yahoo.com,1990-04-14
106,"Engineer, materials",López S. R.L. de C.V.,53960802261,"Circunvalación Guerrero 119 Interior 995
San Federico los altos, GRO 22351-5751","(Decimal('39.9464615'), Decimal('148.660693'))",A+,"['http://laboratorios.info/', 'http://www.madrid.com/']",garicamariano,Estela Luevano Burgos,M,"Calzada Anaya 020 Edif. 873 , Depto. 352
Nueva Yemen, DF 26519-7792",camposnayeli@hotmail.com,1911-03-18
107,Photographer,Castillo S.C.,64309209977,"Continuación Burkina Faso 513 Interior 923
San Daniel los altos, TLAX 44212-0385","(Decimal('-37.394052'), Decimal('44.466386'))",O+,"['http://soliz-irizarry.com/', 'http://www.grupo.com/', 'http://proyectos.org/', 'http://quintana-giron.com/']",maria-del-carmensoliz,Angélica Gerardo López Trejo,M,"Viaducto Sur Sanches 346 Interior 217
Vieja Filipinas, MEX 03232",gveliz@hotmail.com,1968-03-16
108,Arboriculturist,"Grupo Chapa, Duarte y Espinal",55474291048,"Privada Norte Otero 556 Edif. 548 , Depto. 826
Vieja Iraq, DGO 47116-8120","(Decimal('-42.024018'), Decimal('-158.854996'))",B+,"['https://www.mena-iglesias.info/', 'http://madrid-arce.info/', 'https://www.proyectos.com/']",deliacotto,Pilar Acosta Carranza,F,"Calzada Garica 430 Interior 725
Vieja Albania, GRO 09193",concepcioncatalina@yahoo.com,2002-12-18
109,Science writer,"Corporacin Sánchez, Quezada y Carvajal",77210587646,"Circunvalación Saint Kitts y Nevis 576 Edif. 089 , Depto. 679
Nueva Guinea, DF 03718","(Decimal('-82.226155'), Decimal('-32.569138'))",B-,"['http://ramon.info/', 'http://www.franco-gollum.biz/']",daniel77,Javier Meraz,M,"Pasaje Guanajuato 916 777
Nueva Mozambique, YUC 83897-1702",valmanza@yahoo.com,1942-01-19
110,Immunologist,"Club Valdés, Ávalos y Valenzuela",98710352000,"Andador Sur Lemus 120 Interior 829
San Carolina de la Montaña, NAY 04295-1728","(Decimal('49.232393'), Decimal('123.078353'))",AB+,"['http://www.pantoja.org/', 'http://www.tejada.biz/']",evaladez,Mtro. Dulce María Báez,M,"Calle Chihuahua 239 Edif. 735 , Depto. 058
Nueva San Marino, COL 11477-2329",apodacaluisa@hotmail.com,1933-11-18
